"","caseid","norm_violation_justification"
"839",2063961017,"The media should be fair and accurate in reporting witch they are not."
"840",2064903143,"I think that if either the republicans or the dems are being attacked by the media, the media should be censored."
"841",2069654577,"Because with gerrymandering we do not currently live with a government that is truly representative of the people"
"842",2064696155,"The only reason I said that was because we need to reopen the pipeline and not let illegals come to the United States."
"843",2064633183,"If democratic lawmakers who support and believe in representative democracy are outmaneuvered by republicans who are actively subverting the law, there won’t be a democracy in which to support representation."
"844",2069268581,"Republicans have crossed the line into fascism. Everything related to politics needs to be reframed to accommodate that shift. They have proven repeatedly, they will resort to terrorism to make their point. There are no Gerald Ford's or Bob Dole's left. They will violently dismantle this country to stay in power. It is not a matter of simple political disagreements. They are shamelessly violent and corrupt. Our country is on the verge of becoming Syria, Hungary or even Russia, given how many openly support Putin. It is binary, democracy or fascism. Past rules and courtesies don't apply anymore. Can you even imagine a sane and civilized country allowing a Taylor-Greene or Boebert to influence legislation? We have fallen and can't get up."
"845",2064869167,"Life goes on, and the job of governance can't wait for a two or four election cycle. Ideally, both sides should negotiate until a compromise is reached. But if one side or the other just wants to obstruct out of spite, then decisions must be made or this country would grind to a halt. So yes, a representative democracy is important to me, and it is a goal worth striving for."
"846",2061712607,"The media should be neutral and report only factual, and real information. They should also allow equal time between the parties to report on, and not allow one party to dominate media sources unfairly."
"847",2061981169,"Notice that my response was only 60%.It depends on the will of the majority (note that eg 70% +/- of Americans are in favor of health care). It would be somewhat proper for the president to act ""on his own""?"
"848",2070585685,"People voted for a split government, but they still want to see the President accomplish what he promised."
"849",2061448529,"Republican would not want to work with the Democratic to do what would be best for the people."
"850",2070897931,"A representative democracy only works if both/all parties involved are working for the people of the United States and not just for their parties. The recent (last 20 years) actions of the Republican party are, to my view, more about party and elections, than representing the people who voted them into power. They have become roadblocks to legislation that is desired by most citizens regardless of party. The most obvious example are the attempts to pass even the mildest of gun restrictions even though a majority of Americans, regardless of party, would like to see universal background checks and restrictions on magazine size and assault weapons. In those case, if the option is available, the executive should act to protect the people. Another example, is the Dreamers. I think most people in the United States believe that Dreamers should be allowed a path to citizenship but the Republican party is blocking legislation. I also think that the filibuster needs to be eliminated to allow legislation to pass. Since the 1980's the Republicans have been saying that government is not the answer and they've been doing everything they can to make government not work -- the filibuster allows them to block popular legislation and make government not work. However, examples of privatization do not have good results either (charter schools and prisons), other than making some people very rich."
"851",2065107207,"Almost all of the general media has attacked President Donald J Trump for six years. You know it and I know it. Very small attack on Democrats. That attack was 24/7 for six years. Just to set the record straight. We are not a Democracy we are a Republic."
"852",2062187677,"Because it has become standard procedure for all presidents, both Republican and Democratic. Check out GWB‘s record for example, or Obama‘s…"
"853",2067211999,"That is not what I said I believe that the president should try to move the country forward let the court decide if it is legal"
"854",2062801385,"Congress is so divided with me having a negative opinion of the Republican Party as it appears they hold to party lines (more so than Dems do) vs doing what's right for the people that elected them."
"855",2061796509,"If the president has reason to believe that the will of the people is being ignored by Republicans or Republicans are refusing to discuss or vote for any new laws brought forth by the Democrats, I believe that the President should circumvent Congress and issue an executive order."
"856",2059417681,"Republicans don't want to govern just obstruct therefor un irder to oass bilks tk helo prople thusvus what must be done."
"857",2062312721,"Because today’s Republican Party has no interest in working for what is best for Americans. They are more interested in retaliation, misinformation, conspiracy theories, and opposing everything that the Democratic Party is trying to do to move forward and make progress for everyday Americans."
"858",2071019837,"In general, the higher ups in the republican party want to do everything they can to thwart what President Biden wants to do. I disagree with that. They don't seem to care if they are representing their constituents or not. I used to be a republican party member. I no longer am."
"859",2066096225,"After Trump's defeat in 2020, the Republican party abandoned OUR PRESIDENT because he was draining the DAMN SWAMP OR TRYING TO AND THEY WERE THREATENED. How can a nation with only 133 registered voters give 72 million to Trump and over 80 million to Biden, the math does not add up......WE HAVE ONE OF THE MOST CORRUPT GOVERNMENTS EVER RUNNING THIS NATION INTO THE GROUND."
"860",2064409799,"Because the Republican legislature may simply be blocking the legislation for purely political reasons and the issue at hand may be one that is of great importance to the safety and well-being of the country."
"861",2071978207,"The media bias is a danger to the country no matter who they target more. The media censorship is based on opinion and not fact."
"862",2069654667,"I guess I misunderstoode None party should be allowed more time attacking"
"863",2064236791,"I think it's a given. It has happened already in our current administration."
"864",2065744253,"republicans only care about themselves"
"865",2061755603,"The news media can't be trusted to tell the truth. They never attack Democrats, only Republicans. Congress should pass a law that the media must be honest. yeah right"
"866",2062205177,"I didn’t say the president should do anything illegal. There are times when it is within the president’s power to issue executive orders and if that is the case then he/she can carrying out the wishes of those people who elected them."
"867",2067794921,"Because they maybe very important laws like healhcare,social security and government spending. The Republicans already said that they are going to try and make sure that nothing gets passed,which is wrong. They are only looking out for the corporations that support them."
"868",2070684045,"Executive orders can be issued - and have been - by both Republican and Democratic presidents. They are an authorized part of the system; subject to certain limits. If the orders exceed what is permissible, they should not be issued - by any President. Also, unlike laws, EOs can be reversed by a succeeding President."
"869",2061971603,"Because both Obama and Biden are doing this exact same thing."
"870",2065357745,"Democrats have completely corrupted the election system, republicans lead before midnight and in the dark of night and early morning viola, democrats find 100's of 1000's of votes ,Need to follow the Florida model, have the election results the same day"
"871",2064105553,"I find the Republicans do not conduct themselves in a bipartisan nature when confronted with bills for the good of the people. Therefore on some occasions, a Democratic President should circumvent the obstructionist Republicans by using Executive Orders."
"872",2062919239,"when one party refuses to even negotiate with the president, it does not leave him a choice but to issue executive orders"
"873",2061487595,"crazy media followers"
"874",2069185753,"Republicans are racist."
"875",2070108595,"If it's a just and right cause (law). I don't care if u are a Republican or Democrat. It should be passed. Stan your ground"
"876",2062357935,"Because the Republican party many times go against Democrats just because it's a Democrats idea. They will be wrong but still stand together because they are the Republicans and want control, completely. They will take us back in time, with their decisions"
"877",2062282331,"Executive orders can be overturned by court and a future Republican administration. In addition some things need to be done. Such as addressing student loan debt and republicans won't do anything"
"878",2061328075,"Some of the media is out of control. This is the result of (Reagan?) cancelling the FCC regulation/requirment of Equal Time. NO media should be skewed either to Democrat or Republican."
"879",2063070945,"Because recently one party has continually not allowed votes on bills instead of debating them. I realize as I answer this question that I may be being hypocritical...I just feel that maybe it is time to take an action that will allow laws to be debated instead of dismissing them outright with no discussion."
"880",2063269641,"I think that I must have misread the question. I think it is important that both parties should be loyal to the constitution"
"881",2064724953,"I'm basing my answer on the present republican party which is out to abolish our democracy as we know it. They never will agree with anything introduced by a Democratic president, so the dem president will have no choice but to pass laws that will be good for all Americans"
"882",2067255719,"Media should not be biased for either side and report both sides of the issues. Any deviation from the truth is a lie. If I see the media slanting news in favor of one side. I cannot trust them to report truth in anything. A total lack of integrity."
"883",2062738733,"this republican party now refuses to do anything and there no partian help like there used to be, therefore to get any thing done, the president, of either party should step in to help it move forward"
"884",2065121081,"The republican party has made it clear they are for the party not the country The president has no choice put to do what's right for the country"
"885",2064377725,"Because it’s been shown ballot counting is flawed"
"886",2068881409,"Na"
"887",2069700253,"Both parties use this process….executive orders are easier to dissolve and both parties presidents can overrule their predecessor"
"888",2069715401,"misunderstood question"
"889",2069602759,"The Republicans try to stop the president all the time. I believe they sometimes are very wrong. Certain circumstances call for an overdose. Like the debt ceiling."
"890",2066891035,"It's been shown that Republican judges are extremely corrupt and have no qualms about making decisions that directly impact them personally. Any direct conflict of interest should be questioned and any decisions made under one should be completely ignored."
"891",2071277663,"I don’t think that and media that attacks republicans more than democrat should be allowed I’m sick and tired of vicious attacking in politics by elected officals and citizens"
"892",2061998277,"Because the Republican members of Congress are intentionally trying to screw Biden, the Democratic party and are not really voting on the issue,"
"893",2061869377,"With the history of Republicans sticking together as a block to prevent anything getting done, in the last 20 years, the democratic president has been left with little tecourse"
"894",2063793853,"Over 99 per cent of the time democrats do every thing to help all peoples in this country where as the republicans only care for the rich and they want only to destroy our country."
"895",2066044147,"The executive order is a temporary rule. If the Democrats can't get the votes it will be overturned the next election."
"896",2064557229,"Judges are not an elected branch of government. Democrat appointed Judges fail to follow the constitution and should be removed from the court"
"897",2051985273,"Because at this time its all one sided against Republicans. If it were equal against both parties then it would be fair."
"898",2063847803,"No comment"
"899",2065326775,"Don't trust the media. In alot of cases I believe they print what they are told to."
"900",2064377935,"Because the Republican Caucus in both the Senate and the House has done no governing of their of their own- they are the party of “no” stonewalling any legislation except tax cuts even if it is what their constituents want. If the courts uphold executive orders let them stay. I don’t know why so many peopl vote against their own interests and continue to support Republican corporatists but fuck ‘em."
"901",2064998829,"Because that is exactly what the democrates do. Doesn't make it right but thats how our govt thinks is the way it should operate. There should be term limits for our house and senate employees!!! Washington operates on its own set of values, which is in the toilet."
"902",2061908513,"The country is divided in such a manner that the chance of passing meaningful legislation is near impossible. Some issues can't be ignored, such as climate change. Having a representative democracy is an ideal it doesn't necessarily work."
"903",2064867933,"Executive order is a valid use of power."
"904",2065515055,"That is what we heard most of the time during this past election. Democrats were attacking Republicans all the time. Lying."
"905",2069539807,"if it is good for the people"
"906",2064938943,"Main stream media does not tell all the news, just what they want you to hear!!"
"907",2061574275,"Things need to get done, the government has to keep functioning. You can't have continuous deadlock. It is lawful under the Constitution to issue executive orders. Democrats do it too. If an executive order is unlawful, the Supreme Court will strike it down."
"908",2071234623,"I did not mean that election rules should be ignored, just that the support for the person that questions the outcome."
"909",2065898881,"Because Republicans and democratic presidents have been doing that for years and years I guess I'm just used to it"
"910",2065719305,"because that is about to happen with the House in Republican hands and the duty of the president is to lead when both houses can't or will not compromise."
"911",2067690323,"I think that EVERY representative should honor the oath they take and be loyal to the ideals of election rules and the constitution. They are representatives of our country and should strive to do what is best for their constituents. They should stand up for what is right, NOT what puts more $$ in their pockets."
"912",2061756187,"The presdent fas the right to issue executive orders"
"913",2061258839,"I’m old fashioned"
"914",2061539633,"Executive orders are a legal part of governing!"
"915",2065963905,"Because Democrats will follow their party blindly, without thought."
"916",2062988335,"I think both Rep and Dem Congress should be able to issue executive orders when necessary."
"917",2062358947,"i think that Republicans should respect the given rule of law of the outcome of the elections NOT the party. I must have not understood the question. equally I think that Democrats should respect the outcome of the election over party"
"918",2061625461,"Because the Democrats have bent the rules so far to the left that you need to be represent in force."
"919",2062187983,"Should only be used in extreme conditions. For example, the situation in Florida with Judge requested by Trump, who blatantly favored the requester over the Dept of Justice to a degree that made the investigation a farce. There is a situation now about a Supreme Court Justice blocking a Jan. 6th investigation in which he and his spouse on involved. He needs to recuse himself and if not, be removed from the bench pending investigation. This should also happen if there were Democrat appointed judges obstructing federal investigations. Until the last few years there was a great deal of respect for the Supreme Court, I would say that is no longer true."
"920",2069302915,"I think both came do job"
"921",2068912627,"Do what you have do"
"922",2069336789,"If it's part of the executive process I don't have a problem with it either way Republican or Democrat if it stays under the definition of a democracy"
"923",2069695507,"Because Republican justices and judges no longer care about the Constitution or the rule of law and use their positions to issue partisan rulings"
"924",2063548953,"not sure"
"925",2065551619,"Simply put nothing would ever get passed because Republicans would rather block the agenda no matter if it would help their constituents"
"926",2068822565,"To do everything on my own."
"927",2069268533,"Because Democrats love to cheat."
"928",2060347001,"When the court decision is clearly reprobate and morally bankrupt. The Democrat party is the seat of evil in our politics and has been for the last 3 decades now. It is not the Democrat party of my parents. Back then (first half of the 20th Century), Republicans and Democrats embraced the same morals. I'm not necessarily including the privileged elite in my previous statement. It used to be that ""liberal"" and ""conservative"" were defined by one's fiscal and foreign policy. NOT ANYMORE! Secularism IS NOT the remedy to this present problem."
"929",2067868591,"Because it would be political"
"930",2065909473,"Because many times republicans simply don’t want to pass legislation that helps majority of Americans for example universal healthcare, laws to address climate change, funding for renewable energy, immigration, regulating drug prices, etc."
"931",2064886303,"Online media sources seem to lean liberal/democratic such as twitter and facebook, they are also treated as legitimate news sources by the government even when they censor republican information. If the governnent insists on stepping in, either censor both sides or neither side."
"932",2064164751,"If you'd asked me 14 years ago, I'd have a different answer. But it's today so this is how I answered because the Republican agenda is obstruction. They block legislation from Democrats just because it's from the Democrats. The Republicans are mostly unwilling, with the exception of a few, to compromise on anything...something about owning the libs and weakness and blah blah blah. So, with that in mind, if a Democratic president didn't issue executive orders then nothing would get done. No progress would be made. People would get hurt from lack of action on the part of government. All that said, I don't think any president should go nuts with executive orders but the lopsided nature of the intent of the two political parties causes me to be lopsided in how I answer questions."
"933",2066038793,"The Republican Party has no interest in governing or doing what's right for the country. Their only goal is to oppose everything Dems do. This type of gridlock is intentional & destructive to the country. Everything must be done to over ride it."
"934",2067270055,"Look at the facts. The media bought into & propagated all unsubstantiated stories about Trump but practically refused to report anything about Hunter Biden or Joe Biden. Then take a look at how many democrats the news media have openly supported in the last fifty years compared to Republicans they have supported. Foreign interference with American Elections is minimal compared to accepted deliberate subtle inference by the highly biased news in American politics."
"935",2071974395,"Because that is how it works in the US. If the opposition wants to take it to court they can, however much can be done fiddling with regulations and rules by executive orders that fall under administrative purview. The egregiously unconstitutional executive orders should be taken to court and the administration stopped from abusing its power."
"936",2070859983,"Because that is the way the Republican way to stop a Democratic President is Democratic President, to help the people.is to use this method, when he can't get the votes from all party members"
"937",2068026751,"The Republicans always want their way like spoiled children instead of being fair and discuss the situation, ."
"938",2064672183,"because the republicans do not want to do anything for Americans"
"939",2067569441,"That’s not what I meant"
"940",2062871019,"If the opposite party refuses to work with the president just because of party affiliation, they should have a way to enact certain categories of policy without the opposite party support."
"941",2064696499,"There is to much indecisiveness between parties"
"942",2061211673,"sometimes for public safety you have to have an override ability"
"943",2056255273,"Because I don’t feel that the democratic party plays fair and that in order to get certain laws passed, this has to be done."
"944",2060628603,"Most presidents, whether Democrat or Republican issue executive orders on their own. Look at Joe Biden and what he has done."
"945",2062243837,"With some exceptions due to the electoral college, an elected president typically wins the majority/popular vote. A president who is elected into office by the popular vote has a mandate from the people to accomplish the promises of their platform. Attempts to completely sabotage or refusals on the part of the party not in power to reach compromise on new laws by politicians who often represent much smaller segments of the population is circumvention of the will of the majority of people who elected the president. Presidents have a duty to fulfill the promises they made during the election to the best of their ability. If the only way for a president to accomplish their platform is through executive orders, due to the lack of cooperation of other branches of government, then that should be the course of action they should take."
"946",2067269625,"I think that Democrat Congress don't like Republicans so they will vote against whatever just because a Republican wants it. They don't always think on their own."
"947",2066041197,"none"
"948",2064867867,"Everything should be fair"
"949",2065651719,"Because most of those attacks are lies, conspiracy theories"
"950",2067677637,"What ever it takes for the people"
"951",2064101211,"The Republican party is not picking good people recently. Before trump I had on occasion voted for a Republican. Now, no way"
"952",2070029177,"All the Republican Party do is obstruct everything that President Biden wants to do for the American people. Sometimes executive order is needed."
"953",2067765647,"In this day and age, judges tend to pretty much stick to their party. Some decisions made by them, by both parties, should be overruled especially when it involves American citizens or a person's career."
"954",2067816373,"If the democratic president is trying to pass a law to help the people and our country and to resolve the economy in a positive way yes they should go with issuing executive order."
"955",2063688257,"Media puts out so much misinformation that somebody should censor what every one of them has to say before it is aired."
"956",2064135105,"We have 3 co-equal branches of government, if any executive order is issued then if challenged the Supreme Court should decide the constitutionality of the executive order, then the decision must be followed."
"957",2060385919,"Executuve orders can be effective but can also be overturned by the courts or the legislature."
"958",2063984007,"Just to show their loyalty to the party, but not to circumvent the system"
"959",2069946875,"Executive orders are within the purview of the executive branch of government, assuming they are constitutional, then they are acceptable."
"960",2062159861,"there is celary problems wth the sysytem that need to be fixed"
"961",2069908339,"The Republican party works for the people, the democrats want control of every thing in your life and control your income"
"962",2071019999,"A recent president was hated by influential democratic members of congress and those members were refusing to work with him out of hatred and spite. In order to get anything accomplished, it was necessary for the resident to issue executive orders to move forward with his agenda; an agenda that the majority of Americans wanted. In this case, the representatives were not acting in the interests of their constituents; they were acting on their own emotions."
"963",2063762937,"Demonstrative behavior of Republicans suggests they are not serious about their positions, or take their oath seriously or legislate. What are the reasons for becoming an elected official? To help their constituents or to do nothing? To help only their donors? To slip language into a bill that hurts people but benefits the pharmaceutical industry? Or to undermine the will of the people? What happened with the George Floyd Policing Act?"
"964",2059569755,"None"
"965",2064630277,"Didn’t we just endure this scenario when we had a Republican President? He seemed to think it was okay to sign Executive Orders whenever he couldn’t accomplish his priorities. What is worse, a Congress that is so partisan that they do nothing or a President who issue’s Executive orders trying to bring something to table for the American people."
"966",2069747853,"It's because there maybe corruption or greed involved to easily influence the elections. I prefer an honest and fair election."
"967",2067374225,"My opinion is based on the fact that too many Republicans in Congress are opposing laws that would be both the working class majority and the country based strictly along party lines. Also, Republican President, Donald Trump, was issuing Executive Orders just to pardon Republican wrong doers so why shouldn't a Democratic President be given the same right."
"968",2063091037,"IT HAS HAPPENED BEFORE. REPUBLICANS STOPPED MOST OF THE DEMOCRATIC DECISIONS."
"969",2066150215,"Democrats are notoriously blocking imortant laws, even if they do agree in some form, because a Republican brought laws for a vote, and the president in office is a Republican. I feel that this is not done as much with Republicans. Republicans are more willilng to side with Democrats."
"970",2063984869,"Their are to many Trump loving, Q-anon republicans that are running their state a part of this country with lies and off the wall theory's and want to take peoples rights away that took decades to get making the country go backwards. Some republicans want to work with dems like it should be, But the Trump trains ones are want to believe in fake theory's and what will not help america."
"971",2064838375,"""Their"" priorities would be the priority of the majority of the people. It isn't illegal for Presidents to write Executive Orders"
"972",2071396699,"Because I do live in a representative democracy, I have seen personally, executive orders issued. I know why they were issued and the circumstances at the time. As our top elected official, POTUS should always be trusted with the POWER of executive orders! Sometimes, most times executive orders or issued THEY NEEDED TO BE! Congress needed to be overridden!"
"973",2062843419,"Republicans are not always voting for the views/wants of their voters, often side with a minority of extremes. They will also, put up road blocks to debate within the chambers, so that the moderates of their party can not vote for laws backed by the moderate republicans and the Democractic members. There are members of Republican party that have extreme views, including trying to impose Christian values/teachings into the laws, defying the separation of Church and State outlined in the Constitution of the USA."
"974",2061833897,"Both political party presidents issue presidential orders. It is usually standard practice for the president to do so when there is a gridlock in congress."
"975",2064237629,"Because that is only fair"
"976",2062039405,"Because nothing would get done for the better if one of the parties won't help the President"
"977",2069264993,"Because most of the stuff on media are lies"
"978",2067355029,"I also feel that the Democrats have and do the same exact thing. Yes it is very important to have a representative democracy, but we also need to over ride political agendas by the other parties. Currently we do not have a true representative democracy. Nor have we really ever to my recollection. SO whether or NOT it is important right now is irrelevant as it does not happen"
"979",2064164425,"Republican gerrymandering has made congress a body that is not representative."
"980",2068139809,"If the majority of Americans agree and support the law, and the Republicans in Congress just want to block any progress by a Democratic president, then i think it is very reasonable for a President to put people before politics."
"981",2068097093,"I believe that we should always obey the rules but you can still obey the rules and be loyal by vocalizing your support."
"982",2065100601,"well when Trump was president, the democrats wouldnt work with him"
"983",2062878931,"When opposition to Democratic priorities that are strongly in the public interest are blocked strictly as a means of retaliation action should be taken. However, there should be a strong reason for action (e.g. Immigration or abortion rights)."
"984",2068232993,"Because the double voting election rules like in Alaska is disgusting"
"985",2066042915,"It goes both ways. Censoring attacks that are unproven should not be allowed."
"986",2069560393,"It was clear, there was so much cheating and bs going on in the Presidential election there is no way Biden won the election. The Democrats just know how to play better and dirtier than the Republicans."
"987",2069057519,"It’s just makes more sense"
"988",2067832551,"They should always stick together .Unless they know their was no election fraud."
"989",2066761049,"Because most Republican policies don't help people. They want to stop Medicare, Social Security and anything that will help people."
"990",2062188225,"Because they use unfair tactics such as gerrymandering. Voter suppression."
"991",2071173929,"Na"
"992",2062879437,"Because it seems like they are attacking republicans all the time , and they are more agreeable to democrats."
"993",2070635875,"Porque sin democracia este país seria un caos total"
"994",2069527625,"Know I don't"
"995",2068503159,"You should be loyal to a point but if after recount done and lost. Accept it"
"996",2064592063,"i can't explain it"
"997",2063862777,"Republicans are not there to serve only to raise hell, lie and have hearings. If they weren’t so distructive and were willing to work across the aisle it would be different. They lie through their teeth with every breath they take. The President has a positive agenda and has to make accomplishments however necessary."
"998",2063669195,"It’s more nuanced than that. We now have unqualified Supreme Court justices - one in a seat stolen from Barrack Obama by McConnell refusing to bring a vote for a vacant seat to the floor (unconstitutional) A Supreme Court MAGA majority that are not typical Republicans, that are on track to undo voting rights, women’s rights, civil rights due to ideology rather than law. We are not in normal times to save our democracy. Not sure what else a President can do to save us from them. They do not represent 3/4 of the majority citizens."
"999",2062290393,"Some laws need passed. So a Democrat president may need occasionally do an executive order for the good of the country. Republicans tend to disagree with democrats even if the law works to help people. Republicans vote party and ignore what best for the country."
"1000",2063222109,"Because they should be loyal to the party - just as the Democrats stick together on all issues no matter if they are good or bad. Republicans need to do the same thing,"
"1001",2062644813,"I think some items are best untold and should not be public information."
"1002",2067905161,"The ability of people"
"1003",2065358775,"Democrats are socialist progressive"
"1004",2065575777,"It seems every major news source that is not censored already is very Republican based and it would simply be nice to have an Independant or Democratic viewpoint of it all that is not so biased. I know unbiased news is not something we will ever achieve but it is something I stand to be hopeful for. Personally, I don't believe the government should censor any news source, but I also don't think that the journalist should be censored by the publishers either."
"1005",2061833835,"make sure that the election is without corruption and fraud"
"1006",2057970657,"First, it depends on the issue. Republicans have been known to toe against the will of the people in order to circumvent democracy (ie: McConnell publicly stating that no bill will pass his desk while Obama was president). Second, Trump issued a lot of executive orders I order to circumvent the will of the people and further his agenda of lining his pockets. He also encouraged an insurrection - that is not representative of a democracy."
"1007",2064097081,"If they didn't nothing would get done"
"1008",2064896255,"Cooperation with the republican team would go along ways for goals to happen."
"1009",2061449231,"The media is knowned for sensor on Republicans, just like they have done on Hunter Bidens laptop, the main stream media is in withe the Democrats"
"1010",2061905605,"Because the Republicans don't seem to want to compromise"
"1011",2071301379,"Only in situations when is permitted by the constitution"
"1012",2063755887,"I believe that If a democratic president can issue executive orders it would mean that the constitution gave him the authority to do so.I would hope that what the president achieved with his executive order would benefit the American people."
"1013",2067872085,"I was wrong ,it was my mistake ,the government should be able to censor media sources the spend more time attacking Republicans than Democrats ,it is what I think ,I am sorry for my mistake"
"1014",2067868417,"Because the republicans cheat at every corner they can get away with, why shouldn’t the Dems do the same when faced with the same opportunity?"
"1015",2067359405,"Executive orders can be challenged in court in they go to far to there is a check on them. In recent years Republicans have tried to stop legislation that has had typical bi-partisan support in order to keep a Democratic president a win. But when they are in power it's a different story."
"1016",2065629667,"I don't believe we have a viable representative democracy. It is valuable to me as an idea. I think that Democrats have proven that they will do anything and say anything to stay in power and advance Democratic agenda items. I believe that there is such pushback against Republican leadership that a Republican president would have to issue executive orders to deal with an entrenched lack of cooperation from Democratic members of Congress."
"1017",2060466539,"I live in florida and do not agree or trust our state officials to have the welfare of ALL of Florida’s residents. I must admit, I wish I never left New England!"
"1018",2061396379,"When a president can't get Congress to compromise & pass bills beneficial to the American people, I feel he should issue executive orders as long as they do not exceed the powers given to him or her under the Constitution."
"1019",2064845743,"Yes, I can. In a situation like when Roe vs. Wade was pretty much reversed, the government should ignore this decision."
"1020",2069526061,"I did agree that living in a representative democracy is very important, but I didn't mean to agree to censor media sources that spend more time attacking Democrats than Republicans. That was an error on my part."
"1021",2071941961,"Because democrats will never pass anything that the republicans want"
"1022",2059171065,"Media and politics are 2 different things. The media covered up the Hunter Biden laptop story in order to influence a political election."
"1023",2069056279,"Because Republicans have to stand together to defeat cheating at the polls, and see that very ballot is counted accurately."
"1024",2065900855,"Is it illegal for a president to circumvent Congress and issue executive orders? Not many orders could produce the same accomplishment as legislating but perhaps an executive order could help the situation."
"1025",2064918761,"I don't wish to answer as I simply believe the election results have been fishy."
"1026",2064093937,"Judges who lied to Congress during their appointment process should be impeached. Judges who state they will uphold precedent and then hand down decisions that defy what they swore to get to be appointed should be impeached. Judges whose spouses or children are active in Insurrectionist activities and contravene normal democratic processes should be impeached."
"1027",2067711665,"republicans always have bad intentions vs democrats"
"1028",2062023315,"Two reasons. The executive order is temporary. The executive order will most likely be reversed at the earliest possible by the next administration of the opposite party. Politics has become hyperpolarized, and there is rarely cooperation across the aisle anymore. If there were more cooperation, then my answer on the executive order would change."
"1029",2063885405,"Sometimes, there is absolutely no cooperation to gthe president. And he/she is allowed a certain leway for executive orders!"
"1030",2062464189,"We've seen with the Supreme court that they will do things that do not represent the people and so democrats should go against in that case"
"1031",2070636311,"The press is supposed to be impartial and tell impartial truth about issues and goings on in Washington and elsewhere. They are not supposed to write half- truths and lies or give opinions as news."
"1032",2068834227,"Media outlets do not accurately cover fair and balanced news anymore. Media is largely supportive of extreme left politics. My way of thinking makes them part of the democratic party. Report the news and let us decide based of fair and balanced reporting"
"1033",2067755661,"I do not agree with attacking on either side. The question was just asked about attacking one more than the other. The problem is it is mainly one party that attacks the other party more. I’m for truth. Report truth and not just stir the pot to get your agenda out there. I don’t agree with attacking from either side. If you speak your side that is fine but don’t put false statements out there. All news is biased based on where their money comes from. If you tell me I lose my job or say something most are going to say what you want them to."
"1034",2061582077,"I answer this question this way because I believe that sometimes Republicans are incredibly self-serving and ignore issues that are very important to citizens of the United States. Sometimes it is important for Democratic president to push ahead things that others need even though the Republicans in office don’t need them."
"1035",2047368183,"Sometimes, people group together to support an issue, even if an issue is not supported by facts, in that case, a presidents executive order is in order."
"1036",2064319833,"Cause sometime democrats don't like the republican president and will not vote in favor of his orders"
"1037",2062023507,"Sometimes the judges get it wrong - something should be up to the people not judges - marijuana law - abortions - same sex marriage - marriage between mixed races - sometime judges are just old men out of touch with what people want"
"1038",2063748765,"The democraps always cheat so to hell with them. This is a fight against Evil democraps."
"1039",2067603183,"The rules should be the same for everyone regardless of political affiliation."
"1040",2067568289,"n/a"
"1041",2063875665,"Because we don't live in a representative democracy. We live in a partisan hell hole run by oligarchs."
"1042",2061933531,"because democrats cheat in every elections and are a bunch of fucking NAZIS"
"1043",2065775725,"I don’t believe that the media is good at reporting the news, ethnically. I also don’t agree that those “reporting” news should give their personal opinions and thoughts!"
"1044",2064812287,"I feel that the Republican party has become very radial since Donald Trump was President."
"1045",2065510175,"the democrats own all of the media outlets, including social media, it is about time the republicans stood up for themselves and started to fight back. There is so much Misinformation and vitriol being spewed from the democratic party and their news outlets it is sickening! The dems say it is the repubs who are violent..I beg to differ, that pig maxine waters, started all the hate by telling the people to attack the republicans at restaurants and gas stations, promoting rioting and NOTHING was ever said about that. She and the members of her party are disgusting hate spewing anti American communists."
"1046",2062125143,"I feel that the Democratic Party has gone so far left tha they’re destroying bthis country. They are socialists."
"1047",2062700951,"Because the media sources that attack Democrats most if not all 90% of what they report is incorrect."
"1048",2068027597,"Republicans have made it clear over the past several years (since Obama) that their goal is to obstruct no matter what. If that is the reason for the lack of cooperation, and there is no legitimate policy difference invoked or alternative recommendation, I believe that’s the last option to do the work of the people who elected that president."
"1049",2065784677,"A Democratic president is focused on helping Americans, not taking away their rights."
"1050",2068865163,"If the law that he is trying to pass is for the better of the American people and the republicans are blocking it just because they don't think it will help their lobbyists cronies or line their own pockets, then yes the president should override them."
"1051",2062417815,"It is because of the polarisation of the two main parties. The just and lawful activities of the Federal government should not be stymied by partisan politics."
"1052",2065707789,"Oh I miss tead the question totally"
"1053",2069656183,"To qualify, only if this is done when the order is considered essential to the overall good of the entire country, not just because the President has a whim to do something"
"1054",2064164937,"Cause there should be boundaries between the two dems and rep cause create less confussion"
"1055",2063136459,"Democrats would do the same.So what is good for one is good for the other."
"1056",2062187155,"Republican members can take things too far at times and people suffer."
"1057",2068307553,"Because the Democratic Party is untrustworthy, cheats, lies and does not have the best interest of our country and its people at heart. I trust the Republican party to do whatever is necessary to keep us safe and free."
"1058",2061655375,"Because Democrats want to destroy our ""representative democracy"" and replace it with socialism. The two systems are obviously incompatible."
"1059",2064351699,"In the current political climate, there appears to be a stalemate. If you had asked this question 10 years ago, I may have answered differently. The republican party is currently a cult of personality. They are more interested in power than in governing. The gerrymandered system assures representation that is skewed towards this minority in certain regions. We need an overhaul of the districts so that the representation in congress actually reflects the will of the people."
"1060",2067632549,"That would be the only way he will get those things done"
"1061",2066973587,"Well it shoes total unity in the party no always follow e!action rules though"
"1062",2067650247,"k"
"1063",2065588387,"Within the scope of executive orders. Cannot create new laws or break existing laws."
